Period;Product Category;Measures;value
juil-17;Off-Road;Max Trust 95%;0
juil-17;Off-Road;Min Trust 95%;0
juil-17;Off-Road;Ecart type WML;0
Aug 2017;Street;store_sales;0
Aug 2017;Street;store_command;0
Aug 2017;Street;store_stocks;0
Aug 2017;Street;Labor Costs;0
Aug 2017;Street;Actuals;0
Aug 2017;Street;Sellers_Forecast;0
Aug 2017;Street;Sales Forecast;0
Aug 2017;Street;Forecast Arma;0
Aug 2017;Street;Demand Forecast.;0
Aug 2017;Street;Target;0
Aug 2017;Street;Last Years Actuals;0
Aug 2017;Street;Unit Price;0
Aug 2017;Street;Unit Cost;0
Aug 2017;Street;Revenue;0
Aug 2017;Street;Cost of Sales;0
Aug 2017;Street;Gross Margin;0
Aug 2017;Street;Production Cost Mult;0
Aug 2017;Street;Deviation;0
Aug 2017;Street;Marginal Profit Mult Executed Sales;0
Aug 2017;Street;Marginal Profits;0
Aug 2017;Street;Sales;0
Aug 2017;Street;Executed Sales;0
Aug 2017;Street;Inventories;0
Aug 2017;Street;Allocations;0
Aug 2017;Street;Statistical Base Forecast;0
Aug 2017;Street;Sales Adjustment;0
Aug 2017;Street;Product Management Adjustment;0
Aug 2017;Street;Achievement%_Actual;0
Aug 2017;Street;Achievement%_Forecast;0
Aug 2017;Street;Production;0
Aug 2017;Street;Marginal Profits.;0
Aug 2017;Street;Max Trust 95%;0
Aug 2017;Street;Min Trust 95%;0
Aug 2017;Street;Ecart type WML;0
Aug 2017;Cruiser;store_sales;0
Aug 2017;Cruiser;store_command;0
Aug 2017;Cruiser;store_stocks;0
Aug 2017;Cruiser;Labor Costs;0
Aug 2017;Cruiser;Actuals;0
Aug 2017;Cruiser;Sellers_Forecast;0
Aug 2017;Cruiser;Sales Forecast;0
Aug 2017;Cruiser;Forecast Arma;0
Aug 2017;Cruiser;Demand Forecast.;0
Aug 2017;Cruiser;Target;0
Aug 2017;Cruiser;Last Years Actuals;0
Aug 2017;Cruiser;Unit Price;0
Aug 2017;Cruiser;Unit Cost;0
Aug 2017;Cruiser;Revenue;0
Aug 2017;Cruiser;Cost of Sales;0
Aug 2017;Cruiser;Gross Margin;0
Aug 2017;Cruiser;Production Cost Mult;0
Aug 2017;Cruiser;Deviation;0
Aug 2017;Cruiser;Marginal Profit Mult Executed Sales;0
Aug 2017;Cruiser;Marginal Profits;0
Aug 2017;Cruiser;Sales;0
Aug 2017;Cruiser;Executed Sales;0
Aug 2017;Cruiser;Inventories;0
Aug 2017;Cruiser;Allocations;0
Aug 2017;Cruiser;Statistical Base Forecast;0
Aug 2017;Cruiser;Sales Adjustment;0
Aug 2017;Cruiser;Product Management Adjustment;0
Aug 2017;Cruiser;Achievement%_Actual;0
Aug 2017;Cruiser;Achievement%_Forecast;0
Aug 2017;Cruiser;Production;0
Aug 2017;Cruiser;Marginal Profits.;0
Aug 2017;Cruiser;Max Trust 95%;0
Aug 2017;Cruiser;Min Trust 95%;0
Aug 2017;Cruiser;Ecart type WML;0
Aug 2017;Touring;store_sales;0
Aug 2017;Touring;store_command;0
Aug 2017;Touring;store_stocks;0
Aug 2017;Touring;Labor Costs;0
Aug 2017;Touring;Actuals;0
Aug 2017;Touring;Sellers_Forecast;0
Aug 2017;Touring;Sales Forecast;0
Aug 2017;Touring;Forecast Arma;0
Aug 2017;Touring;Demand Forecast.;0
Aug 2017;Touring;Target;0
Aug 2017;Touring;Last Years Actuals;0
Aug 2017;Touring;Unit Price;0
Aug 2017;Touring;Unit Cost;0
Aug 2017;Touring;Revenue;0
Aug 2017;Touring;Cost of Sales;0
Aug 2017;Touring;Gross Margin;0
Aug 2017;Touring;Production Cost Mult;0
Aug 2017;Touring;Deviation;0
Aug 2017;Touring;Marginal Profit Mult Executed Sales;0
Aug 2017;Touring;Marginal Profits;0
Aug 2017;Touring;Sales;0
Aug 2017;Touring;Executed Sales;0
Aug 2017;Touring;Inventories;0
Aug 2017;Touring;Allocations;0
Aug 2017;Touring;Statistical Base Forecast;0
Aug 2017;Touring;Sales Adjustment;0
Aug 2017;Touring;Product Management Adjustment;0
Aug 2017;Touring;Achievement%_Actual;0
Aug 2017;Touring;Achievement%_Forecast;0
Aug 2017;Touring;Production;0
Aug 2017;Touring;Marginal Profits.;0
Aug 2017;Touring;Max Trust 95%;0
Aug 2017;Touring;Min Trust 95%;0
Aug 2017;Touring;Ecart type WML;0
Aug 2017;Off-Road;store_sales;0
Aug 2017;Off-Road;store_command;0
Aug 2017;Off-Road;store_stocks;0
Aug 2017;Off-Road;Labor Costs;0
Aug 2017;Off-Road;Actuals;0
Aug 2017;Off-Road;Sellers_Forecast;0
Aug 2017;Off-Road;Sales Forecast;0
Aug 2017;Off-Road;Forecast Arma;0
Aug 2017;Off-Road;Demand Forecast.;0
Aug 2017;Off-Road;Target;0
Aug 2017;Off-Road;Last Years Actuals;0
Aug 2017;Off-Road;Unit Price;0
Aug 2017;Off-Road;Unit Cost;0
Aug 2017;Off-Road;Revenue;0
Aug 2017;Off-Road;Cost of Sales;0
Aug 2017;Off-Road;Gross Margin;0
Aug 2017;Off-Road;Production Cost Mult;0
Aug 2017;Off-Road;Deviation;0
Aug 2017;Off-Road;Marginal Profit Mult Executed Sales;0
Aug 2017;Off-Road;Marginal Profits;0
Aug 2017;Off-Road;Sales;0
Aug 2017;Off-Road;Executed Sales;17459
Aug 2017;Off-Road;Inventories;0
Aug 2017;Off-Road;Allocations;0
Aug 2017;Off-Road;Statistical Base Forecast;0
Aug 2017;Off-Road;Sales Adjustment;0
Aug 2017;Off-Road;Product Management Adjustment;0
Aug 2017;Off-Road;Achievement%_Actual;0
Aug 2017;Off-Road;Achievement%_Forecast;0
Aug 2017;Off-Road;Production;0
Aug 2017;Off-Road;Marginal Profits.;0
Aug 2017;Off-Road;Max Trust 95%;0
Aug 2017;Off-Road;Min Trust 95%;0
Aug 2017;Off-Road;Ecart type WML;0
sept-17;Street;store_sales;0
sept-17;Street;store_command;0
sept-17;Street;store_stocks;0
sept-17;Street;Labor Costs;0
sept-17;Street;Actuals;0
sept-17;Street;Sellers_Forecast;0
sept-17;Street;Sales Forecast;0
sept-17;Street;Forecast Arma;0
sept-17;Street;Demand Forecast.;0
sept-17;Street;Target;0
sept-17;Street;Last Years Actuals;0
sept-17;Street;Unit Price;0
sept-17;Street;Unit Cost;0
sept-17;Street;Revenue;0
sept-17;Street;Cost of Sales;0
sept-17;Street;Gross Margin;0
sept-17;Street;Production Cost Mult;0
sept-17;Street;Deviation;0
sept-17;Street;Marginal Profit Mult Executed Sales;0
sept-17;Street;Marginal Profits;0
sept-17;Street;Sales;0
sept-17;Street;Executed Sales;0
sept-17;Street;Inventories;0
sept-17;Street;Allocations;0
sept-17;Street;Statistical Base Forecast;0
sept-17;Street;Sales Adjustment;0
sept-17;Street;Product Management Adjustment;0
sept-17;Street;Achievement%_Actual;0
sept-17;Street;Achievement%_Forecast;0
sept-17;Street;Production;0
sept-17;Street;Marginal Profits.;0
sept-17;Street;Max Trust 95%;0
sept-17;Street;Min Trust 95%;0
sept-17;Street;Ecart type WML;0
sept-17;Cruiser;store_sales;0
sept-17;Cruiser;store_command;0
sept-17;Cruiser;store_stocks;0
sept-17;Cruiser;Labor Costs;0
sept-17;Cruiser;Actuals;0
sept-17;Cruiser;Sellers_Forecast;0
sept-17;Cruiser;Sales Forecast;0
sept-17;Cruiser;Forecast Arma;0
sept-17;Cruiser;Demand Forecast.;0
sept-17;Cruiser;Target;0
sept-17;Cruiser;Last Years Actuals;0
sept-17;Cruiser;Unit Price;0
sept-17;Cruiser;Unit Cost;0
sept-17;Cruiser;Revenue;0
sept-17;Cruiser;Cost of Sales;0
sept-17;Cruiser;Gross Margin;0
sept-17;Cruiser;Production Cost Mult;0
sept-17;Cruiser;Deviation;0
sept-17;Cruiser;Marginal Profit Mult Executed Sales;0
sept-17;Cruiser;Marginal Profits;0
sept-17;Cruiser;Sales;0
sept-17;Cruiser;Executed Sales;0
sept-17;Cruiser;Inventories;0
sept-17;Cruiser;Allocations;0
sept-17;Cruiser;Statistical Base Forecast;0
sept-17;Cruiser;Sales Adjustment;0
sept-17;Cruiser;Product Management Adjustment;0
sept-17;Cruiser;Achievement%_Actual;0
sept-17;Cruiser;Achievement%_Forecast;0
sept-17;Cruiser;Production;0
sept-17;Cruiser;Marginal Profits.;0
sept-17;Cruiser;Max Trust 95%;0
sept-17;Cruiser;Min Trust 95%;0
sept-17;Cruiser;Ecart type WML;0
sept-17;Touring;store_sales;0
sept-17;Touring;store_command;0
sept-17;Touring;store_stocks;0
sept-17;Touring;Labor Costs;0
sept-17;Touring;Actuals;0
sept-17;Touring;Sellers_Forecast;0
sept-17;Touring;Sales Forecast;0
sept-17;Touring;Forecast Arma;0
sept-17;Touring;Demand Forecast.;0
sept-17;Touring;Target;0
sept-17;Touring;Last Years Actuals;0
sept-17;Touring;Unit Price;0
sept-17;Touring;Unit Cost;0
sept-17;Touring;Revenue;0
sept-17;Touring;Cost of Sales;0
sept-17;Touring;Gross Margin;0
sept-17;Touring;Production Cost Mult;0
sept-17;Touring;Deviation;0
sept-17;Touring;Marginal Profit Mult Executed Sales;0
sept-17;Touring;Marginal Profits;0
sept-17;Touring;Sales;0
sept-17;Touring;Executed Sales;0
sept-17;Touring;Inventories;0
sept-17;Touring;Allocations;0
sept-17;Touring;Statistical Base Forecast;0
sept-17;Touring;Sales Adjustment;0
sept-17;Touring;Product Management Adjustment;0
sept-17;Touring;Achievement%_Actual;0
sept-17;Touring;Achievement%_Forecast;0
sept-17;Touring;Production;0
sept-17;Touring;Marginal Profits.;0
sept-17;Touring;Max Trust 95%;0
sept-17;Touring;Min Trust 95%;0
sept-17;Touring;Ecart type WML;0
sept-17;Off-Road;store_sales;0
sept-17;Off-Road;store_command;0
sept-17;Off-Road;store_stocks;0
sept-17;Off-Road;Labor Costs;0
sept-17;Off-Road;Actuals;0
sept-17;Off-Road;Sellers_Forecast;0
sept-17;Off-Road;Sales Forecast;0
sept-17;Off-Road;Forecast Arma;0
sept-17;Off-Road;Demand Forecast.;0
sept-17;Off-Road;Target;0
sept-17;Off-Road;Last Years Actuals;0
sept-17;Off-Road;Unit Price;0
sept-17;Off-Road;Unit Cost;0
sept-17;Off-Road;Revenue;0
sept-17;Off-Road;Cost of Sales;0
sept-17;Off-Road;Gross Margin;0
sept-17;Off-Road;Production Cost Mult;0
sept-17;Off-Road;Deviation;0
sept-17;Off-Road;Marginal Profit Mult Executed Sales;0
sept-17;Off-Road;Marginal Profits;0
sept-17;Off-Road;Sales;0
sept-17;Off-Road;Executed Sales;19190
sept-17;Off-Road;Inventories;0
sept-17;Off-Road;Allocations;0
sept-17;Off-Road;Statistical Base Forecast;0
sept-17;Off-Road;Sales Adjustment;0
sept-17;Off-Road;Product Management Adjustment;0
sept-17;Off-Road;Achievement%_Actual;0
sept-17;Off-Road;Achievement%_Forecast;0
sept-17;Off-Road;Production;0
sept-17;Off-Road;Marginal Profits.;0
sept-17;Off-Road;Max Trust 95%;0
sept-17;Off-Road;Min Trust 95%;0
sept-17;Off-Road;Ecart type WML;0
oct-17;Street;store_sales;0
oct-17;Street;store_command;0
oct-17;Street;store_stocks;0
oct-17;Street;Labor Costs;0
oct-17;Street;Actuals;0
oct-17;Street;Sellers_Forecast;0
oct-17;Street;Sales Forecast;0
oct-17;Street;Forecast Arma;0
oct-17;Street;Demand Forecast.;0
oct-17;Street;Target;0
oct-17;Street;Last Years Actuals;0
oct-17;Street;Unit Price;0
oct-17;Street;Unit Cost;0
oct-17;Street;Revenue;0
oct-17;Street;Cost of Sales;0
oct-17;Street;Gross Margin;0
oct-17;Street;Production Cost Mult;0
oct-17;Street;Deviation;0
oct-17;Street;Marginal Profit Mult Executed Sales;0
oct-17;Street;Marginal Profits;0
oct-17;Street;Sales;0
oct-17;Street;Executed Sales;0
oct-17;Street;Inventories;0
oct-17;Street;Allocations;0
oct-17;Street;Statistical Base Forecast;0
oct-17;Street;Sales Adjustment;0
oct-17;Street;Product Management Adjustment;0
oct-17;Street;Achievement%_Actual;0
oct-17;Street;Achievement%_Forecast;0
oct-17;Street;Production;0
oct-17;Street;Marginal Profits.;0
oct-17;Street;Max Trust 95%;0
oct-17;Street;Min Trust 95%;0
oct-17;Street;Ecart type WML;0
oct-17;Cruiser;store_sales;0
oct-17;Cruiser;store_command;0
oct-17;Cruiser;store_stocks;0
oct-17;Cruiser;Labor Costs;0
oct-17;Cruiser;Actuals;0
oct-17;Cruiser;Sellers_Forecast;0
oct-17;Cruiser;Sales Forecast;0
oct-17;Cruiser;Forecast Arma;0
oct-17;Cruiser;Demand Forecast.;0
oct-17;Cruiser;Target;0
oct-17;Cruiser;Last Years Actuals;0
oct-17;Cruiser;Unit Price;0
oct-17;Cruiser;Unit Cost;0
oct-17;Cruiser;Revenue;0
oct-17;Cruiser;Cost of Sales;0
oct-17;Cruiser;Gross Margin;0
oct-17;Cruiser;Production Cost Mult;0
oct-17;Cruiser;Deviation;0
oct-17;Cruiser;Marginal Profit Mult Executed Sales;0
oct-17;Cruiser;Marginal Profits;0
oct-17;Cruiser;Sales;0
oct-17;Cruiser;Executed Sales;0
oct-17;Cruiser;Inventories;0
oct-17;Cruiser;Allocations;0
oct-17;Cruiser;Statistical Base Forecast;0
oct-17;Cruiser;Sales Adjustment;0
oct-17;Cruiser;Product Management Adjustment;0
oct-17;Cruiser;Achievement%_Actual;0
oct-17;Cruiser;Achievement%_Forecast;0
oct-17;Cruiser;Production;0
oct-17;Cruiser;Marginal Profits.;0
oct-17;Cruiser;Max Trust 95%;0
oct-17;Cruiser;Min Trust 95%;0
oct-17;Cruiser;Ecart type WML;0
oct-17;Touring;store_sales;0
oct-17;Touring;store_command;0
oct-17;Touring;store_stocks;0
oct-17;Touring;Labor Costs;0
oct-17;Touring;Actuals;0
oct-17;Touring;Sellers_Forecast;0
oct-17;Touring;Sales Forecast;0
oct-17;Touring;Forecast Arma;0
oct-17;Touring;Demand Forecast.;0
oct-17;Touring;Target;0
oct-17;Touring;Last Years Actuals;0
oct-17;Touring;Unit Price;0
oct-17;Touring;Unit Cost;0
oct-17;Touring;Revenue;0
oct-17;Touring;Cost of Sales;0
oct-17;Touring;Gross Margin;0
oct-17;Touring;Production Cost Mult;0
oct-17;Touring;Deviation;0
oct-17;Touring;Marginal Profit Mult Executed Sales;0
oct-17;Touring;Marginal Profits;0
oct-17;Touring;Sales;0
oct-17;Touring;Executed Sales;0
oct-17;Touring;Inventories;0
oct-17;Touring;Allocations;0
oct-17;Touring;Statistical Base Forecast;0
oct-17;Touring;Sales Adjustment;0
oct-17;Touring;Product Management Adjustment;0
oct-17;Touring;Achievement%_Actual;0
oct-17;Touring;Achievement%_Forecast;0
oct-17;Touring;Production;0
oct-17;Touring;Marginal Profits.;0
oct-17;Touring;Max Trust 95%;0
oct-17;Touring;Min Trust 95%;0
oct-17;Touring;Ecart type WML;0
oct-17;Off-Road;store_sales;0
oct-17;Off-Road;store_command;0
oct-17;Off-Road;store_stocks;0
oct-17;Off-Road;Labor Costs;0
oct-17;Off-Road;Actuals;0
oct-17;Off-Road;Sellers_Forecast;0
oct-17;Off-Road;Sales Forecast;0
oct-17;Off-Road;Forecast Arma;0
oct-17;Off-Road;Demand Forecast.;0
oct-17;Off-Road;Target;0
oct-17;Off-Road;Last Years Actuals;0
oct-17;Off-Road;Unit Price;0
oct-17;Off-Road;Unit Cost;0
oct-17;Off-Road;Revenue;0
oct-17;Off-Road;Cost of Sales;0
oct-17;Off-Road;Gross Margin;0
oct-17;Off-Road;Production Cost Mult;0
oct-17;Off-Road;Deviation;0
oct-17;Off-Road;Marginal Profit Mult Executed Sales;0
oct-17;Off-Road;Marginal Profits;0
oct-17;Off-Road;Sales;0
oct-17;Off-Road;Executed Sales;18230
oct-17;Off-Road;Inventories;0
oct-17;Off-Road;Allocations;0
oct-17;Off-Road;Statistical Base Forecast;0
oct-17;Off-Road;Sales Adjustment;0
oct-17;Off-Road;Product Management Adjustment;0
oct-17;Off-Road;Achievement%_Actual;0
oct-17;Off-Road;Achievement%_Forecast;0
oct-17;Off-Road;Production;0
oct-17;Off-Road;Marginal Profits.;0
oct-17;Off-Road;Max Trust 95%;0
oct-17;Off-Road;Min Trust 95%;0
oct-17;Off-Road;Ecart type WML;0
nov-17;Street;store_sales;0
nov-17;Street;store_command;0
nov-17;Street;store_stocks;0
nov-17;Street;Labor Costs;0
nov-17;Street;Actuals;0
nov-17;Street;Sellers_Forecast;0
nov-17;Street;Sales Forecast;0
nov-17;Street;Forecast Arma;0
nov-17;Street;Demand Forecast.;0
nov-17;Street;Target;0
nov-17;Street;Last Years Actuals;0
nov-17;Street;Unit Price;0
nov-17;Street;Unit Cost;0
nov-17;Street;Revenue;0
nov-17;Street;Cost of Sales;0
nov-17;Street;Gross Margin;0
nov-17;Street;Production Cost Mult;0
nov-17;Street;Deviation;0
nov-17;Street;Marginal Profit Mult Executed Sales;0
nov-17;Street;Marginal Profits;0
nov-17;Street;Sales;0
nov-17;Street;Executed Sales;0
nov-17;Street;Inventories;0
nov-17;Street;Allocations;0
nov-17;Street;Statistical Base Forecast;0
nov-17;Street;Sales Adjustment;0
nov-17;Street;Product Management Adjustment;0
nov-17;Street;Achievement%_Actual;0
nov-17;Street;Achievement%_Forecast;0
nov-17;Street;Production;0
nov-17;Street;Marginal Profits.;0
nov-17;Street;Max Trust 95%;0
nov-17;Street;Min Trust 95%;0
nov-17;Street;Ecart type WML;0
nov-17;Cruiser;store_sales;0
nov-17;Cruiser;store_command;0
nov-17;Cruiser;store_stocks;0
nov-17;Cruiser;Labor Costs;0
nov-17;Cruiser;Actuals;0
nov-17;Cruiser;Sellers_Forecast;0
nov-17;Cruiser;Sales Forecast;0
nov-17;Cruiser;Forecast Arma;0
nov-17;Cruiser;Demand Forecast.;0
nov-17;Cruiser;Target;0
nov-17;Cruiser;Last Years Actuals;0
nov-17;Cruiser;Unit Price;0
nov-17;Cruiser;Unit Cost;0
nov-17;Cruiser;Revenue;0
nov-17;Cruiser;Cost of Sales;0
nov-17;Cruiser;Gross Margin;0
nov-17;Cruiser;Production Cost Mult;0
nov-17;Cruiser;Deviation;0
nov-17;Cruiser;Marginal Profit Mult Executed Sales;0
nov-17;Cruiser;Marginal Profits;0
nov-17;Cruiser;Sales;0
nov-17;Cruiser;Executed Sales;0
nov-17;Cruiser;Inventories;0
nov-17;Cruiser;Allocations;0
nov-17;Cruiser;Statistical Base Forecast;0
nov-17;Cruiser;Sales Adjustment;0
nov-17;Cruiser;Product Management Adjustment;0
nov-17;Cruiser;Achievement%_Actual;0
nov-17;Cruiser;Achievement%_Forecast;0
nov-17;Cruiser;Production;0
nov-17;Cruiser;Marginal Profits.;0
nov-17;Cruiser;Max Trust 95%;0
nov-17;Cruiser;Min Trust 95%;0
nov-17;Cruiser;Ecart type WML;0
nov-17;Touring;store_sales;0
nov-17;Touring;store_command;0
nov-17;Touring;store_stocks;0
nov-17;Touring;Labor Costs;0
nov-17;Touring;Actuals;0
nov-17;Touring;Sellers_Forecast;0
nov-17;Touring;Sales Forecast;0
nov-17;Touring;Forecast Arma;0
nov-17;Touring;Demand Forecast.;0
nov-17;Touring;Target;0
nov-17;Touring;Last Years Actuals;0
nov-17;Touring;Unit Price;0
nov-17;Touring;Unit Cost;0
nov-17;Touring;Revenue;0
nov-17;Touring;Cost of Sales;0
nov-17;Touring;Gross Margin;0
nov-17;Touring;Production Cost Mult;0
nov-17;Touring;Deviation;0
nov-17;Touring;Marginal Profit Mult Executed Sales;0
nov-17;Touring;Marginal Profits;0
nov-17;Touring;Sales;0
nov-17;Touring;Executed Sales;0
nov-17;Touring;Inventories;0
nov-17;Touring;Allocations;0
nov-17;Touring;Statistical Base Forecast;0
nov-17;Touring;Sales Adjustment;0
nov-17;Touring;Product Management Adjustment;0
nov-17;Touring;Achievement%_Actual;0
nov-17;Touring;Achievement%_Forecast;0
nov-17;Touring;Production;0
nov-17;Touring;Marginal Profits.;0
nov-17;Touring;Max Trust 95%;0
nov-17;Touring;Min Trust 95%;0
nov-17;Touring;Ecart type WML;0
nov-17;Off-Road;store_sales;0
nov-17;Off-Road;store_command;0
nov-17;Off-Road;store_stocks;0
nov-17;Off-Road;Labor Costs;0
nov-17;Off-Road;Actuals;0
nov-17;Off-Road;Sellers_Forecast;0
nov-17;Off-Road;Sales Forecast;0
nov-17;Off-Road;Forecast Arma;0
nov-17;Off-Road;Demand Forecast.;0
nov-17;Off-Road;Target;0
nov-17;Off-Road;Last Years Actuals;0
nov-17;Off-Road;Unit Price;0
nov-17;Off-Road;Unit Cost;0
nov-17;Off-Road;Revenue;0
nov-17;Off-Road;Cost of Sales;0
nov-17;Off-Road;Gross Margin;0
nov-17;Off-Road;Production Cost Mult;0
nov-17;Off-Road;Deviation;0
nov-17;Off-Road;Marginal Profit Mult Executed Sales;0
nov-17;Off-Road;Marginal Profits;0
nov-17;Off-Road;Sales;0
nov-17;Off-Road;Executed Sales;15679
nov-17;Off-Road;Inventories;0
nov-17;Off-Road;Allocations;0
nov-17;Off-Road;Statistical Base Forecast;0
nov-17;Off-Road;Sales Adjustment;0
nov-17;Off-Road;Product Management Adjustment;0
nov-17;Off-Road;Achievement%_Actual;0
nov-17;Off-Road;Achievement%_Forecast;0
nov-17;Off-Road;Production;0
nov-17;Off-Road;Marginal Profits.;0
nov-17;Off-Road;Max Trust 95%;0
nov-17;Off-Road;Min Trust 95%;0
nov-17;Off-Road;Ecart type WML;0
Dec 2017;Street;store_sales;0
Dec 2017;Street;store_command;0
Dec 2017;Street;store_stocks;0
Dec 2017;Street;Labor Costs;0
Dec 2017;Street;Actuals;0
Dec 2017;Street;Sellers_Forecast;0
Dec 2017;Street;Sales Forecast;0
Dec 2017;Street;Forecast Arma;0
Dec 2017;Street;Demand Forecast.;0
Dec 2017;Street;Target;0
Dec 2017;Street;Last Years Actuals;0
Dec 2017;Street;Unit Price;0
Dec 2017;Street;Unit Cost;0
Dec 2017;Street;Revenue;0
Dec 2017;Street;Cost of Sales;0
Dec 2017;Street;Gross Margin;0
Dec 2017;Street;Production Cost Mult;0
Dec 2017;Street;Deviation;0
Dec 2017;Street;Marginal Profit Mult Executed Sales;0
Dec 2017;Street;Marginal Profits;0
Dec 2017;Street;Sales;0
Dec 2017;Street;Executed Sales;0
Dec 2017;Street;Inventories;0
Dec 2017;Street;Allocations;0
Dec 2017;Street;Statistical Base Forecast;0
Dec 2017;Street;Sales Adjustment;0
Dec 2017;Street;Product Management Adjustment;0
Dec 2017;Street;Achievement%_Actual;0
Dec 2017;Street;Achievement%_Forecast;0
Dec 2017;Street;Production;0
Dec 2017;Street;Marginal Profits.;0
Dec 2017;Street;Max Trust 95%;0
Dec 2017;Street;Min Trust 95%;0
Dec 2017;Street;Ecart type WML;0
Dec 2017;Cruiser;store_sales;0
Dec 2017;Cruiser;store_command;0
Dec 2017;Cruiser;store_stocks;0
Dec 2017;Cruiser;Labor Costs;0
Dec 2017;Cruiser;Actuals;0
Dec 2017;Cruiser;Sellers_Forecast;0
Dec 2017;Cruiser;Sales Forecast;0
Dec 2017;Cruiser;Forecast Arma;0
Dec 2017;Cruiser;Demand Forecast.;0
Dec 2017;Cruiser;Target;0
Dec 2017;Cruiser;Last Years Actuals;0
Dec 2017;Cruiser;Unit Price;0
Dec 2017;Cruiser;Unit Cost;0
Dec 2017;Cruiser;Revenue;0
Dec 2017;Cruiser;Cost of Sales;0
Dec 2017;Cruiser;Gross Margin;0
Dec 2017;Cruiser;Production Cost Mult;0
Dec 2017;Cruiser;Deviation;0
Dec 2017;Cruiser;Marginal Profit Mult Executed Sales;0
Dec 2017;Cruiser;Marginal Profits;0
Dec 2017;Cruiser;Sales;0
Dec 2017;Cruiser;Executed Sales;0
Dec 2017;Cruiser;Inventories;0
Dec 2017;Cruiser;Allocations;0
Dec 2017;Cruiser;Statistical Base Forecast;0
Dec 2017;Cruiser;Sales Adjustment;0
Dec 2017;Cruiser;Product Management Adjustment;0
Dec 2017;Cruiser;Achievement%_Actual;0
Dec 2017;Cruiser;Achievement%_Forecast;0
Dec 2017;Cruiser;Production;0
Dec 2017;Cruiser;Marginal Profits.;0
Dec 2017;Cruiser;Max Trust 95%;0
Dec 2017;Cruiser;Min Trust 95%;0
Dec 2017;Cruiser;Ecart type WML;0
Dec 2017;Touring;store_sales;0
Dec 2017;Touring;store_command;0
Dec 2017;Touring;store_stocks;0
Dec 2017;Touring;Labor Costs;0
Dec 2017;Touring;Actuals;0
Dec 2017;Touring;Sellers_Forecast;0
Dec 2017;Touring;Sales Forecast;0
Dec 2017;Touring;Forecast Arma;0
Dec 2017;Touring;Demand Forecast.;0
Dec 2017;Touring;Target;0
Dec 2017;Touring;Last Years Actuals;0
Dec 2017;Touring;Unit Price;0
Dec 2017;Touring;Unit Cost;0
Dec 2017;Touring;Revenue;0
Dec 2017;Touring;Cost of Sales;0
Dec 2017;Touring;Gross Margin;0
Dec 2017;Touring;Production Cost Mult;0
Dec 2017;Touring;Deviation;0
Dec 2017;Touring;Marginal Profit Mult Executed Sales;0
Dec 2017;Touring;Marginal Profits;0
Dec 2017;Touring;Sales;0
Dec 2017;Touring;Executed Sales;0
Dec 2017;Touring;Inventories;0
Dec 2017;Touring;Allocations;0
Dec 2017;Touring;Statistical Base Forecast;0
Dec 2017;Touring;Sales Adjustment;0
Dec 2017;Touring;Product Management Adjustment;0
Dec 2017;Touring;Achievement%_Actual;0
Dec 2017;Touring;Achievement%_Forecast;0
Dec 2017;Touring;Production;0
Dec 2017;Touring;Marginal Profits.;0
Dec 2017;Touring;Max Trust 95%;0
Dec 2017;Touring;Min Trust 95%;0
Dec 2017;Touring;Ecart type WML;0
Dec 2017;Off-Road;store_sales;0
Dec 2017;Off-Road;store_command;0
Dec 2017;Off-Road;store_stocks;0
Dec 2017;Off-Road;Labor Costs;0
Dec 2017;Off-Road;Actuals;0
Dec 2017;Off-Road;Sellers_Forecast;0
Dec 2017;Off-Road;Sales Forecast;0
Dec 2017;Off-Road;Forecast Arma;0
Dec 2017;Off-Road;Demand Forecast.;0
Dec 2017;Off-Road;Target;0
Dec 2017;Off-Road;Last Years Actuals;0
Dec 2017;Off-Road;Unit Price;0
Dec 2017;Off-Road;Unit Cost;0
Dec 2017;Off-Road;Revenue;0
Dec 2017;Off-Road;Cost of Sales;0
Dec 2017;Off-Road;Gross Margin;0
Dec 2017;Off-Road;Production Cost Mult;0
Dec 2017;Off-Road;Deviation;0
Dec 2017;Off-Road;Marginal Profit Mult Executed Sales;0
Dec 2017;Off-Road;Marginal Profits;0
Dec 2017;Off-Road;Sales;0
Dec 2017;Off-Road;Executed Sales;17456
Dec 2017;Off-Road;Inventories;0
Dec 2017;Off-Road;Allocations;0
Dec 2017;Off-Road;Statistical Base Forecast;0
Dec 2017;Off-Road;Sales Adjustment;0
Dec 2017;Off-Road;Product Management Adjustment;0
Dec 2017;Off-Road;Achievement%_Actual;0
Dec 2017;Off-Road;Achievement%_Forecast;0
Dec 2017;Off-Road;Production;0
Dec 2017;Off-Road;Marginal Profits.;0
Dec 2017;Off-Road;Max Trust 95%;0
Dec 2017;Off-Road;Min Trust 95%;0
Dec 2017;Off-Road;Ecart type WML;0
janv-21;Street;store_sales;0
janv-21;Street;store_command;0
janv-21;Street;store_stocks;0
janv-21;Street;Labor Costs;0
janv-21;Street;Actuals;0
janv-21;Street;Sellers_Forecast;0
janv-21;Street;Sales Forecast;0
janv-21;Street;Forecast Arma;0
janv-21;Street;Demand Forecast.;0
janv-21;Street;Target;0
janv-21;Street;Last Years Actuals;0
janv-21;Street;Unit Price;0
janv-21;Street;Unit Cost;0
janv-21;Street;Revenue;0
janv-21;Street;Cost of Sales;0
