Products,Markets,Period,value
Total Product Types#,Canada,Oct 2020,0
Total Product Types#,Canada,Nov 2020,0
Total Product Types#,Canada,Dec 2020,0
Total Product Types#,Brazil,Jan 2020,0
Total Product Types#,Brazil,Feb 2020,0
Total Product Types#,Brazil,Mar 2020,0
Total Product Types#,Brazil,Apr 2020,0
Total Product Types#,Brazil,May 2020,0
Total Product Types#,Brazil,Jun 2020,0
Total Product Types#,Brazil,Jul 2020,0
Total Product Types#,Brazil,Aug 2020,0
Total Product Types#,Brazil,Sep 2020,0
Total Product Types#,Brazil,Oct 2020,0
Total Product Types#,Brazil,Nov 2020,0
Total Product Types#,Brazil,Dec 2020,0
Total Product Types#,Argentina,Jan 2020,0
Total Product Types#,Argentina,Feb 2020,0
Total Product Types#,Argentina,Mar 2020,0
Total Product Types#,Argentina,Apr 2020,0
Total Product Types#,Argentina,May 2020,0
Total Product Types#,Argentina,Jun 2020,0
Total Product Types#,Argentina,Jul 2020,0
Total Product Types#,Argentina,Aug 2020,0
Total Product Types#,Argentina,Sep 2020,0
Total Product Types#,Argentina,Oct 2020,0
Total Product Types#,Argentina,Nov 2020,0
Total Product Types#,Argentina,Dec 2020,0
Total Product Types#,UK,Jan 2020,0
Total Product Types#,UK,Feb 2020,0
Total Product Types#,UK,Mar 2020,0
Total Product Types#,UK,Apr 2020,0
Total Product Types#,UK,May 2020,0
Total Product Types#,UK,Jun 2020,0
Total Product Types#,UK,Jul 2020,0
Total Product Types#,UK,Aug 2020,0
Total Product Types#,UK,Sep 2020,0
Total Product Types#,UK,Oct 2020,0
Total Product Types#,UK,Nov 2020,0
Total Product Types#,UK,Dec 2020,0
Total Product Types#,France,Jan 2020,0
Total Product Types#,France,Feb 2020,0
Total Product Types#,France,Mar 2020,0
Total Product Types#,France,Apr 2020,0
Total Product Types#,France,May 2020,0
Total Product Types#,France,Jun 2020,0
Total Product Types#,France,Jul 2020,0
Total Product Types#,France,Aug 2020,0
Total Product Types#,France,Sep 2020,0
Total Product Types#,France,Oct 2020,0
Total Product Types#,France,Nov 2020,0
Total Product Types#,France,Dec 2020,0
Total Product Types#,Germany,Jan 2020,0
Total Product Types#,Germany,Feb 2020,0
Total Product Types#,Germany,Mar 2020,0
Total Product Types#,Germany,Apr 2020,0
Total Product Types#,Germany,May 2020,0
Total Product Types#,Germany,Jun 2020,0
Total Product Types#,Germany,Jul 2020,0
Total Product Types#,Germany,Aug 2020,0
Total Product Types#,Germany,Sep 2020,0
Total Product Types#,Germany,Oct 2020,0
Total Product Types#,Germany,Nov 2020,0
Total Product Types#,Germany,Dec 2020,0
Total Product Types#,Spain,Jan 2020,0
Total Product Types#,Spain,Feb 2020,0
Total Product Types#,Spain,Mar 2020,0
Total Product Types#,Spain,Apr 2020,0
Total Product Types#,Spain,May 2020,0
Total Product Types#,Spain,Jun 2020,0
Total Product Types#,Spain,Jul 2020,0
Total Product Types#,Spain,Aug 2020,0
Total Product Types#,Spain,Sep 2020,0
Total Product Types#,Spain,Oct 2020,0
Total Product Types#,Spain,Nov 2020,0
Total Product Types#,Spain,Dec 2020,0
Total Product Types#,Italy,Jan 2020,0
Total Product Types#,Italy,Feb 2020,0
Total Product Types#,Italy,Mar 2020,0
Total Product Types#,Italy,Apr 2020,0
Total Product Types#,Italy,May 2020,0
Total Product Types#,Italy,Jun 2020,0
Total Product Types#,Italy,Jul 2020,0
Total Product Types#,Italy,Aug 2020,0
Total Product Types#,Italy,Sep 2020,0
Total Product Types#,Italy,Oct 2020,0
Total Product Types#,Italy,Nov 2020,0
Total Product Types#,Italy,Dec 2020,0
Total Product Types#,China,Jan 2020,0
Total Product Types#,China,Feb 2020,0
Total Product Types#,China,Mar 2020,0
Total Product Types#,China,Apr 2020,0
Total Product Types#,China,May 2020,0
Total Product Types#,China,Jun 2020,0
Total Product Types#,China,Jul 2020,0
Total Product Types#,China,Aug 2020,0
Total Product Types#,China,Sep 2020,0
Total Product Types#,China,Oct 2020,0
Total Product Types#,China,Nov 2020,0
Total Product Types#,China,Dec 2020,0
Total Product Types#,Japan,Jan 2020,0
Total Product Types#,Japan,Feb 2020,0
Total Product Types#,Japan,Mar 2020,0
Total Product Types#,Japan,Apr 2020,0
Total Product Types#,Japan,May 2020,0
Total Product Types#,Japan,Jun 2020,0
Total Product Types#,Japan,Jul 2020,0
Total Product Types#,Japan,Aug 2020,0
Total Product Types#,Japan,Sep 2020,0
Total Product Types#,Japan,Oct 2020,0
Total Product Types#,Japan,Nov 2020,0
Total Product Types#,Japan,Dec 2020,0
Total Product Types#,Americas#,Jan 2020,0
Total Product Types#,Americas#,Feb 2020,0
Total Product Types#,Americas#,Mar 2020,0
Total Product Types#,Americas#,Apr 2020,0
Total Product Types#,Americas#,May 2020,0
Total Product Types#,Americas#,Jun 2020,0
Total Product Types#,Americas#,Jul 2020,0
Total Product Types#,Americas#,Aug 2020,0
Total Product Types#,Americas#,Sep 2020,0
Total Product Types#,Americas#,Oct 2020,0
Total Product Types#,Americas#,Nov 2020,0
Total Product Types#,Americas#,Dec 2020,0
Total Product Types#,EMEA#,Jan 2020,0
Total Product Types#,EMEA#,Feb 2020,0
Total Product Types#,EMEA#,Mar 2020,0
Total Product Types#,EMEA#,Apr 2020,0
Total Product Types#,EMEA#,May 2020,0
Total Product Types#,EMEA#,Jun 2020,0
Total Product Types#,EMEA#,Jul 2020,0
Total Product Types#,EMEA#,Aug 2020,0
Total Product Types#,EMEA#,Sep 2020,0
Total Product Types#,EMEA#,Oct 2020,0
Total Product Types#,EMEA#,Nov 2020,0
Total Product Types#,EMEA#,Dec 2020,0
Total Product Types#,APAC#,Jan 2020,0
Total Product Types#,APAC#,Feb 2020,0
Total Product Types#,APAC#,Mar 2020,0
Total Product Types#,APAC#,Apr 2020,0
Total Product Types#,APAC#,May 2020,0
Total Product Types#,APAC#,Jun 2020,0
Total Product Types#,APAC#,Jul 2020,0
Total Product Types#,APAC#,Aug 2020,0
Total Product Types#,APAC#,Sep 2020,0
Total Product Types#,APAC#,Oct 2020,0
Total Product Types#,APAC#,Nov 2020,0
Total Product Types#,APAC#,Dec 2020,0
Total Product Types#,Total Market#,Jan 2020,0
Total Product Types#,Total Market#,Feb 2020,0
Total Product Types#,Total Market#,Mar 2020,0
Total Product Types#,Total Market#,Apr 2020,0
Total Product Types#,Total Market#,May 2020,0
Total Product Types#,Total Market#,Jun 2020,0
Total Product Types#,Total Market#,Jul 2020,0
Total Product Types#,Total Market#,Aug 2020,0
Total Product Types#,Total Market#,Sep 2020,0
Total Product Types#,Total Market#,Oct 2020,0
Total Product Types#,Total Market#,Nov 2020,0
Total Product Types#,Total Market#,Dec 2020,0
Total Product Maturities#,US,Jan 2020,0
Total Product Maturities#,US,Feb 2020,0
Total Product Maturities#,US,Mar 2020,0
Total Product Maturities#,US,Apr 2020,0
Total Product Maturities#,US,May 2020,0
Total Product Maturities#,US,Jun 2020,0
Total Product Maturities#,US,Jul 2020,0
Total Product Maturities#,US,Aug 2020,0
Total Product Maturities#,US,Sep 2020,0
Total Product Maturities#,US,Oct 2020,0
Total Product Maturities#,US,Nov 2020,0
Total Product Maturities#,US,Dec 2020,0
Total Product Maturities#,Canada,Jan 2020,0
Total Product Maturities#,Canada,Feb 2020,0
Total Product Maturities#,Canada,Mar 2020,0
Total Product Maturities#,Canada,Apr 2020,0
Total Product Maturities#,Canada,May 2020,0
Total Product Maturities#,Canada,Jun 2020,0
Total Product Maturities#,Canada,Jul 2020,0
Total Product Maturities#,Canada,Aug 2020,0
Total Product Maturities#,Canada,Sep 2020,0
Total Product Maturities#,Canada,Oct 2020,0
Total Product Maturities#,Canada,Nov 2020,0
Total Product Maturities#,Canada,Dec 2020,0
Total Product Maturities#,Brazil,Jan 2020,0
Total Product Maturities#,Brazil,Feb 2020,0
Total Product Maturities#,Brazil,Mar 2020,0
Total Product Maturities#,Brazil,Apr 2020,0
Total Product Maturities#,Brazil,May 2020,0
Total Product Maturities#,Brazil,Jun 2020,0
Total Product Maturities#,Brazil,Jul 2020,0
Total Product Maturities#,Brazil,Aug 2020,0
Total Product Maturities#,Brazil,Sep 2020,0
Total Product Maturities#,Brazil,Oct 2020,0
Total Product Maturities#,Brazil,Nov 2020,0
Total Product Maturities#,Brazil,Dec 2020,0
Total Product Maturities#,Argentina,Jan 2020,0
Total Product Maturities#,Argentina,Feb 2020,0
Total Product Maturities#,Argentina,Mar 2020,0
Total Product Maturities#,Argentina,Apr 2020,0
Total Product Maturities#,Argentina,May 2020,0
Total Product Maturities#,Argentina,Jun 2020,0
Total Product Maturities#,Argentina,Jul 2020,0
Total Product Maturities#,Argentina,Aug 2020,0
Total Product Maturities#,Argentina,Sep 2020,0
Total Product Maturities#,Argentina,Oct 2020,0
Total Product Maturities#,Argentina,Nov 2020,0
Total Product Maturities#,Argentina,Dec 2020,0
Total Product Maturities#,UK,Jan 2020,0
Total Product Maturities#,UK,Feb 2020,0
Total Product Maturities#,UK,Mar 2020,0
Total Product Maturities#,UK,Apr 2020,0
Total Product Maturities#,UK,May 2020,0
Total Product Maturities#,UK,Jun 2020,0
Total Product Maturities#,UK,Jul 2020,0
Total Product Maturities#,UK,Aug 2020,0
Total Product Maturities#,UK,Sep 2020,0
Total Product Maturities#,UK,Oct 2020,0
Total Product Maturities#,UK,Nov 2020,0
Total Product Maturities#,UK,Dec 2020,0
Total Product Maturities#,France,Jan 2020,0
Total Product Maturities#,France,Feb 2020,0
Total Product Maturities#,France,Mar 2020,0
Total Product Maturities#,France,Apr 2020,0
Total Product Maturities#,France,May 2020,0
Total Product Maturities#,France,Jun 2020,0
Total Product Maturities#,France,Jul 2020,0
Total Product Maturities#,France,Aug 2020,0
Total Product Maturities#,France,Sep 2020,0
Total Product Maturities#,France,Oct 2020,0
Total Product Maturities#,France,Nov 2020,0
Total Product Maturities#,France,Dec 2020,0
Total Product Maturities#,Germany,Jan 2020,0
Total Product Maturities#,Germany,Feb 2020,0
Total Product Maturities#,Germany,Mar 2020,0
Total Product Maturities#,Germany,Apr 2020,0
Total Product Maturities#,Germany,May 2020,0
Total Product Maturities#,Germany,Jun 2020,0
Total Product Maturities#,Germany,Jul 2020,0
Total Product Maturities#,Germany,Aug 2020,0
Total Product Maturities#,Germany,Sep 2020,0
Total Product Maturities#,Germany,Oct 2020,0
Total Product Maturities#,Germany,Nov 2020,0
Total Product Maturities#,Germany,Dec 2020,0
Total Product Maturities#,Spain,Jan 2020,0
Total Product Maturities#,Spain,Feb 2020,0
Total Product Maturities#,Spain,Mar 2020,0
Total Product Maturities#,Spain,Apr 2020,0
Total Product Maturities#,Spain,May 2020,0
Total Product Maturities#,Spain,Jun 2020,0
Total Product Maturities#,Spain,Jul 2020,0
Total Product Maturities#,Spain,Aug 2020,0
Total Product Maturities#,Spain,Sep 2020,0
Total Product Maturities#,Spain,Oct 2020,0
Total Product Maturities#,Spain,Nov 2020,0
Total Product Maturities#,Spain,Dec 2020,0
Total Product Maturities#,Italy,Jan 2020,0
Total Product Maturities#,Italy,Feb 2020,0
Total Product Maturities#,Italy,Mar 2020,0
Total Product Maturities#,Italy,Apr 2020,0
Total Product Maturities#,Italy,May 2020,0
Total Product Maturities#,Italy,Jun 2020,0
Total Product Maturities#,Italy,Jul 2020,0
Total Product Maturities#,Italy,Aug 2020,0
Total Product Maturities#,Italy,Sep 2020,0
Total Product Maturities#,Italy,Oct 2020,0
Total Product Maturities#,Italy,Nov 2020,0
Total Product Maturities#,Italy,Dec 2020,0
Total Product Maturities#,China,Jan 2020,0
Total Product Maturities#,China,Feb 2020,0
Total Product Maturities#,China,Mar 2020,0
Total Product Maturities#,China,Apr 2020,0
Total Product Maturities#,China,May 2020,0
Total Product Maturities#,China,Jun 2020,0
Total Product Maturities#,China,Jul 2020,0
Total Product Maturities#,China,Aug 2020,0
Total Product Maturities#,China,Sep 2020,0
Total Product Maturities#,China,Oct 2020,0
Total Product Maturities#,China,Nov 2020,0
Total Product Maturities#,China,Dec 2020,0
Total Product Maturities#,Japan,Jan 2020,0
Total Product Maturities#,Japan,Feb 2020,0
Total Product Maturities#,Japan,Mar 2020,0
Total Product Maturities#,Japan,Apr 2020,0
Total Product Maturities#,Japan,May 2020,0
Total Product Maturities#,Japan,Jun 2020,0
Total Product Maturities#,Japan,Jul 2020,0
Total Product Maturities#,Japan,Aug 2020,0
Total Product Maturities#,Japan,Sep 2020,0
Total Product Maturities#,Japan,Oct 2020,0
Total Product Maturities#,Japan,Nov 2020,0
Total Product Maturities#,Japan,Dec 2020,0
Total Product Maturities#,Americas#,Jan 2020,0
Total Product Maturities#,Americas#,Feb 2020,0
Total Product Maturities#,Americas#,Mar 2020,0
Total Product Maturities#,Americas#,Apr 2020,0
Total Product Maturities#,Americas#,May 2020,0
Total Product Maturities#,Americas#,Jun 2020,0
Total Product Maturities#,Americas#,Jul 2020,0
Total Product Maturities#,Americas#,Aug 2020,0
Total Product Maturities#,Americas#,Sep 2020,0
Total Product Maturities#,Americas#,Oct 2020,0
Total Product Maturities#,Americas#,Nov 2020,0
Total Product Maturities#,Americas#,Dec 2020,0
Total Product Maturities#,EMEA#,Jan 2020,0
Total Product Maturities#,EMEA#,Feb 2020,0
Total Product Maturities#,EMEA#,Mar 2020,0
Total Product Maturities#,EMEA#,Apr 2020,0
Total Product Maturities#,EMEA#,May 2020,0
Total Product Maturities#,EMEA#,Jun 2020,0
Total Product Maturities#,EMEA#,Jul 2020,0
Total Product Maturities#,EMEA#,Aug 2020,0
Total Product Maturities#,EMEA#,Sep 2020,0
Total Product Maturities#,EMEA#,Oct 2020,0
Total Product Maturities#,EMEA#,Nov 2020,0
Total Product Maturities#,EMEA#,Dec 2020,0
Total Product Maturities#,APAC#,Jan 2020,0
Total Product Maturities#,APAC#,Feb 2020,0
Total Product Maturities#,APAC#,Mar 2020,0
Total Product Maturities#,APAC#,Apr 2020,0
Total Product Maturities#,APAC#,May 2020,0
Total Product Maturities#,APAC#,Jun 2020,0
Total Product Maturities#,APAC#,Jul 2020,0
Total Product Maturities#,APAC#,Aug 2020,0
Total Product Maturities#,APAC#,Sep 2020,0
Total Product Maturities#,APAC#,Oct 2020,0
Total Product Maturities#,APAC#,Nov 2020,0
Total Product Maturities#,APAC#,Dec 2020,0
Total Product Maturities#,Total Market#,Jan 2020,0
Total Product Maturities#,Total Market#,Feb 2020,0
Total Product Maturities#,Total Market#,Mar 2020,0
Total Product Maturities#,Total Market#,Apr 2020,0
Total Product Maturities#,Total Market#,May 2020,0
Total Product Maturities#,Total Market#,Jun 2020,0
Total Product Maturities#,Total Market#,Jul 2020,0
Total Product Maturities#,Total Market#,Aug 2020,0
Total Product Maturities#,Total Market#,Sep 2020,0
Total Product Maturities#,Total Market#,Oct 2020,0
Total Product Maturities#,Total Market#,Nov 2020,0
Total Product Maturities#,Total Market#,Dec 2020,0
Phase-Out#,US,Jan 2020,0
Phase-Out#,US,Feb 2020,0
Phase-Out#,US,Mar 2020,0
Phase-Out#,US,Apr 2020,0
Phase-Out#,US,May 2020,0
Phase-Out#,US,Jun 2020,0
Phase-Out#,US,Jul 2020,0
Phase-Out#,US,Aug 2020,0
Phase-Out#,US,Sep 2020,0
Phase-Out#,US,Oct 2020,0
Phase-Out#,US,Nov 2020,0
Phase-Out#,US,Dec 2020,0
Phase-Out#,Canada,Jan 2020,0
Phase-Out#,Canada,Feb 2020,0
Phase-Out#,Canada,Mar 2020,0
Phase-Out#,Canada,Apr 2020,0
Phase-Out#,Canada,May 2020,0
Phase-Out#,Canada,Jun 2020,0
Phase-Out#,Canada,Jul 2020,0
Phase-Out#,Canada,Aug 2020,0
Phase-Out#,Canada,Sep 2020,0
Phase-Out#,Canada,Oct 2020,0
Phase-Out#,Canada,Nov 2020,0
Phase-Out#,Canada,Dec 2020,0
Phase-Out#,Brazil,Jan 2020,0
Phase-Out#,Brazil,Feb 2020,0
Phase-Out#,Brazil,Mar 2020,0
Phase-Out#,Brazil,Apr 2020,0
Phase-Out#,Brazil,May 2020,0
Phase-Out#,Brazil,Jun 2020,0
Phase-Out#,Brazil,Jul 2020,0
Phase-Out#,Brazil,Aug 2020,0
Phase-Out#,Brazil,Sep 2020,0
Phase-Out#,Brazil,Oct 2020,0
Phase-Out#,Brazil,Nov 2020,0
Phase-Out#,Brazil,Dec 2020,0
Phase-Out#,Argentina,Jan 2020,0
Phase-Out#,Argentina,Feb 2020,0
Phase-Out#,Argentina,Mar 2020,0
Phase-Out#,Argentina,Apr 2020,0
Phase-Out#,Argentina,May 2020,0
Phase-Out#,Argentina,Jun 2020,0
Phase-Out#,Argentina,Jul 2020,0
Phase-Out#,Argentina,Aug 2020,0
Phase-Out#,Argentina,Sep 2020,0
Phase-Out#,Argentina,Oct 2020,0
Phase-Out#,Argentina,Nov 2020,0
Phase-Out#,Argentina,Dec 2020,0
Phase-Out#,UK,Jan 2020,0
Phase-Out#,UK,Feb 2020,0
Phase-Out#,UK,Mar 2020,0
Phase-Out#,UK,Apr 2020,0
Phase-Out#,UK,May 2020,0
Phase-Out#,UK,Jun 2020,0
Phase-Out#,UK,Jul 2020,0
Phase-Out#,UK,Aug 2020,0
Phase-Out#,UK,Sep 2020,0
Phase-Out#,UK,Oct 2020,0
Phase-Out#,UK,Nov 2020,0
Phase-Out#,UK,Dec 2020,0
Phase-Out#,France,Jan 2020,0
Phase-Out#,France,Feb 2020,0
Phase-Out#,France,Mar 2020,0
Phase-Out#,France,Apr 2020,0
Phase-Out#,France,May 2020,0
Phase-Out#,France,Jun 2020,0
Phase-Out#,France,Jul 2020,0
Phase-Out#,France,Aug 2020,0
Phase-Out#,France,Sep 2020,0
Phase-Out#,France,Oct 2020,0
Phase-Out#,France,Nov 2020,0
Phase-Out#,France,Dec 2020,0
Phase-Out#,Germany,Jan 2020,0
Phase-Out#,Germany,Feb 2020,0
Phase-Out#,Germany,Mar 2020,0
Phase-Out#,Germany,Apr 2020,0
Phase-Out#,Germany,May 2020,0
Phase-Out#,Germany,Jun 2020,0
Phase-Out#,Germany,Jul 2020,0
Phase-Out#,Germany,Aug 2020,0
Phase-Out#,Germany,Sep 2020,0
Phase-Out#,Germany,Oct 2020,0
Phase-Out#,Germany,Nov 2020,0
Phase-Out#,Germany,Dec 2020,0
Phase-Out#,Spain,Jan 2020,0
Phase-Out#,Spain,Feb 2020,0
Phase-Out#,Spain,Mar 2020,0
Phase-Out#,Spain,Apr 2020,0
Phase-Out#,Spain,May 2020,0
Phase-Out#,Spain,Jun 2020,0
Phase-Out#,Spain,Jul 2020,0
Phase-Out#,Spain,Aug 2020,0
Phase-Out#,Spain,Sep 2020,0
Phase-Out#,Spain,Oct 2020,0
Phase-Out#,Spain,Nov 2020,0
Phase-Out#,Spain,Dec 2020,0
Phase-Out#,Italy,Jan 2020,0
Phase-Out#,Italy,Feb 2020,0
Phase-Out#,Italy,Mar 2020,0
Phase-Out#,Italy,Apr 2020,0
Phase-Out#,Italy,May 2020,0
Phase-Out#,Italy,Jun 2020,0
Phase-Out#,Italy,Jul 2020,0
Phase-Out#,Italy,Aug 2020,0
Phase-Out#,Italy,Sep 2020,0
Phase-Out#,Italy,Oct 2020,0
Phase-Out#,Italy,Nov 2020,0
Phase-Out#,Italy,Dec 2020,0
Phase-Out#,China,Jan 2020,0
Phase-Out#,China,Feb 2020,0
Phase-Out#,China,Mar 2020,0
Phase-Out#,China,Apr 2020,0
Phase-Out#,China,May 2020,0
Phase-Out#,China,Jun 2020,0
Phase-Out#,China,Jul 2020,0
Phase-Out#,China,Aug 2020,0
Phase-Out#,China,Sep 2020,0
Phase-Out#,China,Oct 2020,0
Phase-Out#,China,Nov 2020,0
Phase-Out#,China,Dec 2020,0
Phase-Out#,Japan,Jan 2020,0
Phase-Out#,Japan,Feb 2020,0
Phase-Out#,Japan,Mar 2020,0
Phase-Out#,Japan,Apr 2020,0
Phase-Out#,Japan,May 2020,0
Phase-Out#,Japan,Jun 2020,0
Phase-Out#,Japan,Jul 2020,0
Phase-Out#,Japan,Aug 2020,0
Phase-Out#,Japan,Sep 2020,0
Phase-Out#,Japan,Oct 2020,0
Phase-Out#,Japan,Nov 2020,0
Phase-Out#,Japan,Dec 2020,0
Phase-Out#,Americas#,Jan 2020,0
Phase-Out#,Americas#,Feb 2020,0
Phase-Out#,Americas#,Mar 2020,0
Phase-Out#,Americas#,Apr 2020,0
Phase-Out#,Americas#,May 2020,0
Phase-Out#,Americas#,Jun 2020,0
Phase-Out#,Americas#,Jul 2020,0
Phase-Out#,Americas#,Aug 2020,0
Phase-Out#,Americas#,Sep 2020,0
Phase-Out#,Americas#,Oct 2020,0
Phase-Out#,Americas#,Nov 2020,0
Phase-Out#,Americas#,Dec 2020,0
Phase-Out#,EMEA#,Jan 2020,0
Phase-Out#,EMEA#,Feb 2020,0
Phase-Out#,EMEA#,Mar 2020,0
Phase-Out#,EMEA#,Apr 2020,0
Phase-Out#,EMEA#,May 2020,0
Phase-Out#,EMEA#,Jun 2020,0
Phase-Out#,EMEA#,Jul 2020,0
Phase-Out#,EMEA#,Aug 2020,0
Phase-Out#,EMEA#,Sep 2020,0
Phase-Out#,EMEA#,Oct 2020,0
Phase-Out#,EMEA#,Nov 2020,0
Phase-Out#,EMEA#,Dec 2020,0
Phase-Out#,APAC#,Jan 2020,0
Phase-Out#,APAC#,Feb 2020,0
Phase-Out#,APAC#,Mar 2020,0
Phase-Out#,APAC#,Apr 2020,0
Phase-Out#,APAC#,May 2020,0
Phase-Out#,APAC#,Jun 2020,0
Phase-Out#,APAC#,Jul 2020,0
Phase-Out#,APAC#,Aug 2020,0
Phase-Out#,APAC#,Sep 2020,0
Phase-Out#,APAC#,Oct 2020,0
Phase-Out#,APAC#,Nov 2020,0
Phase-Out#,APAC#,Dec 2020,0
Phase-Out#,Total Market#,Jan 2020,0
Phase-Out#,Total Market#,Feb 2020,0
Phase-Out#,Total Market#,Mar 2020,0
Phase-Out#,Total Market#,Apr 2020,0
Phase-Out#,Total Market#,May 2020,0
Phase-Out#,Total Market#,Jun 2020,0
Phase-Out#,Total Market#,Jul 2020,0
Phase-Out#,Total Market#,Aug 2020,0
Phase-Out#,Total Market#,Sep 2020,0
Phase-Out#,Total Market#,Oct 2020,0
Phase-Out#,Total Market#,Nov 2020,0
Phase-Out#,Total Market#,Dec 2020,0
Established#,US,Jan 2020,0
Established#,US,Feb 2020,0
Established#,US,Mar 2020,0
Established#,US,Apr 2020,0
Established#,US,May 2020,0
Established#,US,Jun 2020,0
Established#,US,Jul 2020,0
Established#,US,Aug 2020,0
Established#,US,Sep 2020,0
Established#,US,Oct 2020,0
Established#,US,Nov 2020,0
Established#,US,Dec 2020,0
Established#,Canada,Jan 2020,0
Established#,Canada,Feb 2020,0
Established#,Canada,Mar 2020,0
Established#,Canada,Apr 2020,0
Established#,Canada,May 2020,0
Established#,Canada,Jun 2020,0
Established#,Canada,Jul 2020,0
Established#,Canada,Aug 2020,0
Established#,Canada,Sep 2020,0
Established#,Canada,Oct 2020,0
Established#,Canada,Nov 2020,0
Established#,Canada,Dec 2020,0
Established#,Brazil,Jan 2020,0
Established#,Brazil,Feb 2020,0
Established#,Brazil,Mar 2020,0
Established#,Brazil,Apr 2020,0
Established#,Brazil,May 2020,0
Established#,Brazil,Jun 2020,0
Established#,Brazil,Jul 2020,0
Established#,Brazil,Aug 2020,0
Established#,Brazil,Sep 2020,0
Established#,Brazil,Oct 2020,0
Established#,Brazil,Nov 2020,0
Established#,Brazil,Dec 2020,0
Established#,Argentina,Jan 2020,0
Established#,Argentina,Feb 2020,0
Established#,Argentina,Mar 2020,0
Established#,Argentina,Apr 2020,0
Established#,Argentina,May 2020,0
Established#,Argentina,Jun 2020,0
Established#,Argentina,Jul 2020,0
Established#,Argentina,Aug 2020,0
Established#,Argentina,Sep 2020,0
Established#,Argentina,Oct 2020,0
Established#,Argentina,Nov 2020,0
Established#,Argentina,Dec 2020,0
Established#,UK,Jan 2020,0
Established#,UK,Feb 2020,0
Established#,UK,Mar 2020,0
Established#,UK,Apr 2020,0
Established#,UK,May 2020,0
Established#,UK,Jun 2020,0
Established#,UK,Jul 2020,0
Established#,UK,Aug 2020,0
Established#,UK,Sep 2020,0
Established#,UK,Oct 2020,0
Established#,UK,Nov 2020,0
Established#,UK,Dec 2020,0
Established#,France,Jan 2020,0
Established#,France,Feb 2020,0
Established#,France,Mar 2020,0
Established#,France,Apr 2020,0
Established#,France,May 2020,0
Established#,France,Jun 2020,0
Established#,France,Jul 2020,0
Established#,France,Aug 2020,0
Established#,France,Sep 2020,0
Established#,France,Oct 2020,0
Established#,France,Nov 2020,0
Established#,France,Dec 2020,0
Established#,Germany,Jan 2020,0
Established#,Germany,Feb 2020,0
Established#,Germany,Mar 2020,0
Established#,Germany,Apr 2020,0
Established#,Germany,May 2020,0
Established#,Germany,Jun 2020,0
Established#,Germany,Jul 2020,0
Established#,Germany,Aug 2020,0
Established#,Germany,Sep 2020,0
Established#,Germany,Oct 2020,0
Established#,Germany,Nov 2020,0
Established#,Germany,Dec 2020,0
Established#,Spain,Jan 2020,0
Established#,Spain,Feb 2020,0
Established#,Spain,Mar 2020,0
Established#,Spain,Apr 2020,0
Established#,Spain,May 2020,0
Established#,Spain,Jun 2020,0
Established#,Spain,Jul 2020,0
Established#,Spain,Aug 2020,0
Established#,Spain,Sep 2020,0
Established#,Spain,Oct 2020,0
Established#,Spain,Nov 2020,0
Established#,Spain,Dec 2020,0
Established#,Italy,Jan 2020,0
Established#,Italy,Feb 2020,0
Established#,Italy,Mar 2020,0
Established#,Italy,Apr 2020,0
Established#,Italy,May 2020,0
Established#,Italy,Jun 2020,0
Established#,Italy,Jul 2020,0
Established#,Italy,Aug 2020,0
Established#,Italy,Sep 2020,0
Established#,Italy,Oct 2020,0
Established#,Italy,Nov 2020,0
Established#,Italy,Dec 2020,0
Established#,China,Jan 2020,0
Established#,China,Feb 2020,0
Established#,China,Mar 2020,0
Established#,China,Apr 2020,0
Established#,China,May 2020,0
Established#,China,Jun 2020,0
Established#,China,Jul 2020,0
Established#,China,Aug 2020,0
Established#,China,Sep 2020,0
Established#,China,Oct 2020,0
Established#,China,Nov 2020,0
Established#,China,Dec 2020,0
Established#,Japan,Jan 2020,0
Established#,Japan,Feb 2020,0
Established#,Japan,Mar 2020,0
Established#,Japan,Apr 2020,0
Established#,Japan,May 2020,0
Established#,Japan,Jun 2020,0
Established#,Japan,Jul 2020,0
Established#,Japan,Aug 2020,0
Established#,Japan,Sep 2020,0
Established#,Japan,Oct 2020,0
Established#,Japan,Nov 2020,0
Established#,Japan,Dec 2020,0
Established#,Americas#,Jan 2020,0
Established#,Americas#,Feb 2020,0
Established#,Americas#,Mar 2020,0
Established#,Americas#,Apr 2020,0
Established#,Americas#,May 2020,0
Established#,Americas#,Jun 2020,0
Established#,Americas#,Jul 2020,0
Established#,Americas#,Aug 2020,0
Established#,Americas#,Sep 2020,0
Established#,Americas#,Oct 2020,0
Established#,Americas#,Nov 2020,0
Established#,Americas#,Dec 2020,0
Established#,EMEA#,Jan 2020,0
Established#,EMEA#,Feb 2020,0
Established#,EMEA#,Mar 2020,0
Established#,EMEA#,Apr 2020,0
Established#,EMEA#,May 2020,0
Established#,EMEA#,Jun 2020,0
Established#,EMEA#,Jul 2020,0
Established#,EMEA#,Aug 2020,0
Established#,EMEA#,Sep 2020,0
Established#,EMEA#,Oct 2020,0
Established#,EMEA#,Nov 2020,0
Established#,EMEA#,Dec 2020,0
Established#,APAC#,Jan 2020,0
Established#,APAC#,Feb 2020,0
Established#,APAC#,Mar 2020,0
Established#,APAC#,Apr 2020,0
Established#,APAC#,May 2020,0
Established#,APAC#,Jun 2020,0
Established#,APAC#,Jul 2020,0
Established#,APAC#,Aug 2020,0
